"","TEAM","CONF","ADJOE","ADJDE","BARTHAG","EFG_O","EFG_D","TOR","TORD","ORB","DRB","FTR","FTRD","2P_O","2P_D","3P_O","3P_D","ADJ_T","WAB","POSTSEASON","BLUEBLOOD"
"2647","UNC Asheville","BSth",99.6,107.2,0.2985,54.6,49.7,21.2,19.7,26.8,33.2,30.2,32.3,55.2,50.2,35.8,32.4,68.9,-7.5,1,0
"2648","Tarleton St.","WAC",98.9,103.4,0.376,48.6,52.1,18.4,23.4,19.3,31.7,38.1,45.5,45.6,50,37.4,36.3,64.6,-7.6,1,0
"2649","Pittsburgh","ACC",107.9,100,0.7062,48.8,50,18.3,17.5,34.5,26,36.9,33.3,47.8,51.1,33.9,32.3,68.7,-4,1,0
"2650","Milwaukee","Horz",101.3,107.9,0.3248,49.5,52.6,15.3,18.6,24.3,26.8,33.2,35,49.7,49.9,32.9,37.9,69.6,-8.8,1,0
"2651","Tulane","Amer",98.7,97.4,0.5353,44.2,49.7,16.6,22.1,22.9,30.6,36.6,30,44,46.7,29.8,35.8,67.3,-5.9,1,0
"2652","Ball St.","MAC",102.7,101.1,0.5433,51.3,48.9,19.7,17.2,27.8,30.5,28.7,35.7,51.4,50.4,34.2,31,70.8,-7.5,1,0
"2653","McNeese St.","Slnd",95.8,114.3,0.1166,53.1,54.7,23,17.7,27,28.1,30.7,30.7,51.7,52.5,37.2,39,68.4,-12.6,1,0
"2654","Rhode Island","A10",103.4,98.1,0.6483,49.2,47.9,19.7,17.5,30,26.7,38.9,33.5,50.3,46.8,31.2,33,69.4,-6.8,1,0
"2655","Butler","BE",102.3,97.9,0.6237,47.5,53,17.3,18.6,26,25.2,29.4,28.5,46.8,53.4,32.3,35,64.6,-3.6,1,0
"2656","Northern Iowa","MVC",102,103,0.4725,50,52.9,19.1,16.8,26.4,21.9,26.5,27.7,51.1,54.2,32.2,34.1,69.2,-9,1,0
"2657","New Orleans","Slnd",97.3,107.7,0.2379,52.3,51.4,22.3,21.2,29.3,32,33.1,38.4,52.8,52.6,33.9,32.5,72.5,-12.6,1,0
"2658","Miami FL","ACC",102,99,0.5851,47.4,52.6,18.5,18,27.1,26.2,32.8,19.8,49,49.6,29.5,37.9,67.9,-6.5,1,0
"2659","Fairfield","MAAC",95.9,106.5,0.2308,45.4,49.1,19.6,16.3,28.1,26.6,34.1,30.7,44.4,49.3,31.5,32.6,64.7,-14.2,1,0
"2660","Valparaiso","MVC",96,99.4,0.4012,47.2,50.3,18,17.8,20.9,26.3,26.1,28.8,48.9,50.2,29.7,33.6,67.1,-11.6,1,0
"2661","Lamar","Slnd",93.5,105.9,0.1943,46,52.3,20.1,20,26.4,28.7,30.8,27.4,45.7,49.1,31.2,38.7,68.1,-13.9,1,0
"2662","SMU","Amer",107.9,95.2,0.8086,51.4,46.3,20.1,20.2,30.5,29.1,31.3,35.4,51.8,43.4,33.9,34.1,69.5,0.2,1,0
"2663","Hawaii","BW",100.7,104.5,0.3959,50.6,50.1,19.8,16.7,29.1,25.6,30.3,27.7,48.6,49.8,35.7,33.8,66.7,-7.3,1,0
"2664","North Carolina A&T","MEAC",92.7,105,0.1921,45.4,52,18.6,24,27.6,35.8,35.8,31.2,45.4,50.5,30.4,36.3,71.7,-7,1,0
"2665","Northern Colorado","BSky",98.6,105.2,0.3229,51.3,49.2,20.4,15.9,24.6,24.3,32.3,34.8,47.4,49.8,37.6,31.3,68.1,-8.1,1,0
"2666","Utah Valley","WAC",100.8,104.1,0.4092,51.4,48.7,21.2,14.8,31.7,24,43.5,34.6,51.2,47.2,34.7,34.4,70.3,-7,1,0
"2667","UMass Lowell","AE",98.7,106.1,0.302,51.2,48.4,21,16.3,27,26.6,37.2,39.5,50.8,48.9,34.6,31.6,69.5,-8.6,1,0
"2668","UCF","Amer",105.9,98.5,0.6957,50.1,49.3,21.6,19.5,28.2,31.5,30.7,33.6,47.9,49.4,35.5,32.7,66.9,-3.1,1,0
"2669","Tulsa","Amer",101.2,98.5,0.5769,49,48.5,20,21.7,26.5,32.1,33.1,35.1,51.6,46.6,30,34.1,65.9,-5.3,1,0
"2670","Jacksonville","ASun",91.8,105.3,0.171,48.8,51.4,20.1,20.7,24.9,30.3,34.3,27.9,49.9,52,31.4,33.7,68.1,-10.4,1,0
"2671","Arkansas St.","SB",100,105.9,0.3391,48,49.6,19.4,17.5,30.8,28,34.6,27.9,44.8,47.9,37.4,35.2,67.8,-10.2,1,0
"2672","UMKC","Sum",95.6,100.9,0.3493,51.2,52.3,19.6,22.5,21.6,24.6,30.5,55.3,50.4,50.9,35.1,36.5,62.7,-9.4,1,0
"2673","Penn St.","B10",111.2,95.8,0.8484,47.9,53,16.3,19.7,31.9,24.8,27.8,33.5,45.8,53.9,33.8,34.5,69.1,-0.5,1,0
"2674","Stetson","ASun",101.6,108.1,0.3278,51.2,53.6,19.7,17.9,27.8,26.4,27.8,30.8,48,53.8,36.9,35.4,68.2,-10.9,1,0
"2675","Hampton","BSth",96.1,109.9,0.1762,49.5,49.2,18.2,17.9,22.2,31.9,28.6,35.4,49.3,48.3,33.2,33.8,70.6,-12.1,1,0
"2676","Arizona St.","P12",106.6,99.7,0.6838,49.2,52.5,15,20.7,21.4,30.1,33.3,36.1,48.8,51.5,33.3,36.2,72.9,-4.6,1,0
"2677","San Francisco","WCC",105.1,98.3,0.6838,51.3,49.8,16.9,19.9,24.8,24.7,21.4,39.9,51.5,50.1,34,32.6,68.5,-6.1,1,0
"2678","Notre Dame","ACC",113.4,102.6,0.7592,53.9,50.8,15.7,12.7,22,29.7,25.9,19.7,52.9,48.5,36.8,36.6,67.3,-3.6,1,0
"2679","Gardner Webb","BSth",104.6,105.5,0.4755,52.4,48.6,17.5,18.2,26.6,28.1,30,36.5,51,46.9,36.1,34.1,66.6,-11,1,0
"2680","Little Rock","SB",96.4,105.3,0.2675,50.4,50.7,22.4,20.1,31.1,28,37.7,27.8,52.2,49.7,31.3,34.9,67.2,-11.9,1,0
"2681","Southeast Missouri St.","OVC",94.9,104.9,0.2394,49.9,51.9,21.7,19.7,27.6,23.6,40.5,38.9,48,50.6,35.2,36.2,68.6,-12.9,1,0
"2682","Western Carolina","SC",99.4,106.7,0.3083,51.8,54.1,19.5,15.9,22.6,24.5,32.2,28.5,53.2,54.6,33.2,35.6,70.6,-11.6,1,0
"2683","Troy","SB",92.7,103.9,0.2113,44.4,51.3,21.4,18,28.3,26.4,33.1,30.5,46,49.1,28.1,36.5,68.4,-13.1,1,0
"2684","Northwestern St.","Slnd",96.7,110.3,0.1794,48.9,53.5,19.5,18,26.2,31.7,30.1,35.1,47.3,55.8,34.7,32.8,71.2,-12.5,1,0
"2685","Siena","MAAC",99.3,102.1,0.4228,52,46,19.5,17.8,28,27.1,37.2,24.7,52.2,44.8,34.4,32.4,65.7,-3.7,1,0
"2686","Jackson St.","SWAC",88.2,96.1,0.2704,44.7,43.8,21.6,22,28.9,26.6,42.2,41.2,42,43.1,34,30.3,68.9,-3.7,1,0
"2687","Monmouth","MAAC",98.6,104.2,0.3456,48.5,48.6,17.7,20.9,25.7,28.5,38.2,38.4,45.4,48.2,36.3,32.9,74.3,-6.1,1,0
"2688","New Mexico St.","WAC",104.7,103.7,0.5281,49.4,49.5,18.3,18.5,34.3,26.1,31,34,50.6,50.5,32.1,31.8,64,-5.7,1,0
"2689","Santa Clara","WCC",100.8,99.2,0.5473,47.7,47.4,17.8,16.9,23,24.9,39.9,30.1,49,47.2,29.9,31.9,70.9,-3.1,1,0
"2690","Marist","MAAC",92.9,100.3,0.2927,49.1,45.7,21.4,18,23,25.4,31.5,32.2,50.8,45.3,31,30.9,66.4,-7.4,1,0
"2691","Army","Pat",99.2,101,0.4492,52.2,52.4,18.2,19.5,22.7,24.5,29.3,23.7,54.3,50.5,32.7,36.7,68.6,-5.2,1,0
"2692","Detroit","Horz",108.3,108.8,0.4865,55.1,54.2,16.8,18.5,27.2,29.1,25.3,22.4,52.2,53.4,39.1,36.8,67.4,-6.8,1,0
"2693","Cincinnati","Amer",102.5,97.9,0.6291,48.4,49.6,20.5,18.6,29.1,25.3,33,37.8,49.4,49.2,31.1,33.6,71,-2.9,1,0
"2694","Miami OH","MAC",105.3,104.4,0.5248,50.5,51.8,16.3,18.1,27.9,29,25.5,27.4,48.1,51.1,36.2,35.3,65.8,-6.4,1,0
"2695","Seattle","WAC",97.9,102.4,0.3736,46.5,50.5,15.7,21.7,26.3,30.1,28.4,40.4,45.6,50,31.8,34.3,69.3,-8.2,1,0
"2696","UTEP","CUSA",102.7,99.9,0.5772,47.5,49.7,16.1,19,24.8,25.4,29.9,40.9,46.5,48.7,32.8,34.6,67.7,-6.6,1,0
"2697","Fresno St.","MWC",100.5,101.7,0.4678,48.8,51.3,21.5,18.9,30.5,25,36.8,33.6,48.7,49.9,32.6,35.8,65.4,-6,1,0
"2698","Grambling St.","SWAC",92.4,106.4,0.1647,47.8,46.8,21.6,21,26,31.6,41.9,38.1,47,44,33.3,34.3,70,-9.2,1,0
"2699","Pepperdine","WCC",107.6,99.3,0.7147,50.5,50.2,17.9,17.6,23.2,27.4,32.7,34.3,51.5,55.4,32.5,27.8,71.2,-4.2,1,0
"2700","Utah","P12",110.8,98.5,0.7942,53.1,51.2,18.4,19.6,23.6,29.5,28.8,27.3,53,49.6,35.5,36,67.6,-3.9,1,0
"2701","TCU","B12",104.3,100,0.6203,49.9,50.7,20.9,17,28.9,29.3,32.4,29.3,49.5,51,33.8,33.5,67,-4,1,0
"2702","Southern Illinois","MVC",99.3,102.1,0.4205,52.2,53.1,18.5,19,16.6,25.6,29.8,23.9,49.7,54.1,37.2,34.4,66.2,-8.1,1,0
"2703","Indiana","B10",108.3,94.4,0.8278,48.5,48.8,17.2,17.6,25.5,27.4,41.5,33.5,48.5,48.1,32.4,33.4,66.3,-1.2,1,0
"2704","UNLV","MWC",103.5,103.4,0.5028,50.7,51.9,19.6,17.7,28.8,25,21.4,33.7,49.8,48.1,34.6,37.9,66,-7.7,1,0
"2705","Longwood","BSth",97.9,104,0.3329,49.8,51.7,19.8,20.6,28.1,26.9,31.5,33.8,48.6,56.1,34.6,31,65.2,-12.5,1,0
"2706","Bradley","MVC",102.7,102.6,0.5027,49.9,51.1,18.9,17.8,28,26.2,22.6,30.2,51.6,46.4,31.4,38.1,66,-9.8,1,0
"2707","Oakland","Horz",102.8,108.5,0.3497,48.7,55.4,17.8,18.7,30,33.6,33.2,21.3,47.7,55,33.3,37.3,70.3,-11.5,1,0
"2708","Chicago St.","WAC",85,117.2,0.0241,41.3,60.1,21.8,16.2,16.6,37.9,25.4,32.8,43.9,60.6,25.1,39.5,70.5,-5.8,1,0
"2709","North Carolina St.","ACC",110.6,97.2,0.8152,52.7,51.6,18.7,22,30.1,32.5,32.1,29.4,51.7,50.6,36.6,35.7,68,-1.6,1,0
"2710","Montana St.","BSky",98.9,105.3,0.3256,49.7,49.7,17.8,18.8,24.3,26.7,40.3,37.2,50.5,48.5,32,34.4,68.3,-7.1,1,0
"2711","Hofstra","CAA",106.3,106.6,0.4906,50.8,51.1,17.5,17.4,29.3,28.9,33.2,25.8,51.7,51.4,33,33.8,68.4,-5.8,1,0
"2712","Florida Atlantic","CUSA",102.2,101.4,0.5232,51.4,49.7,20.4,18.6,31.6,23.3,30.1,38,50.2,47.7,35.4,35.4,68.3,-7.3,1,0
"2713","Cal Baptist","WAC",104.8,109.8,0.3682,54,51.7,19.7,16.1,27.3,27.9,37.1,37.2,50.4,50,39.6,36.8,70.6,-7.2,1,0
"2714","Duke","ACC",115.1,97.1,0.8758,53.7,51.3,18.3,19.8,32,29,23.4,31.9,54.3,50.4,35.1,35.5,68.5,-1.8,1,1
"2715","North Alabama","ASun",94.7,106.2,0.2111,48.2,51.3,20.3,18.6,26.1,24.2,28.3,35.7,47.3,49.8,33,35.6,70.3,-8.5,1,0
"2716","Idaho St.","BSky",92.3,101.6,0.2485,47.2,48,23.5,18.1,30.8,26.3,38.7,35.6,48.3,45.1,30.2,36.5,64.6,-8.5,1,0
"2717","East Tennessee St.","SC",102.7,100.2,0.5688,50.3,50.4,20.3,19.8,30.5,26.5,29.8,31.6,49,49.3,34.9,34.4,65.8,-7.3,1,0
"2718","VMI","SC",106.2,106.2,0.498,53.8,50.5,16.9,13.4,22.6,25.7,28.8,23.3,52.4,50.8,37,33.4,70.3,-7.5,1,0
"2719","The Citadel","SC",102.8,109.4,0.3279,51.8,52.8,16.1,13.9,22.5,25.7,33.5,25.9,53.8,55.8,32.8,31.6,74,-8.4,1,0
"2720","Providence","BE",107.7,94.7,0.8151,48.3,48.6,17.2,16.8,29.1,29.9,31.6,30.1,48.5,50.6,32,29.7,66.7,-1.8,1,0
"2721","Murray St.","OVC",103.9,102.7,0.5331,54.7,49.6,19.3,19.5,27.6,26.1,26.1,31.4,54.6,50.1,36.6,32.6,66.3,-10.4,1,0
"2722","Georgia Southern","SB",94.8,102.3,0.2935,48,51,21.4,22.1,30.4,31,29.1,31.4,49.1,48.9,30.9,36.2,66.9,-10.5,1,0
"2723","UT Arlington","SB",97.6,105.7,0.2869,46.1,50,16.1,19.6,26.9,32.3,26.2,29.4,41.7,47.5,35.3,36.7,69.6,-9.6,1,0
"2724","Marquette","BE",107.4,95.8,0.7885,50.6,47.7,20.9,15.9,29.1,28.3,35,30,51.9,45.8,32.3,33.9,67.9,-2.1,1,0
"2725","Auburn","SEC",110.5,98.7,0.786,51.2,49.6,21.9,18.5,35,31.7,36.2,31.6,53.1,49.9,32.6,32.7,71,-2.2,1,0
"2726","Louisville","ACC",106.6,94.7,0.7967,47.8,48.4,17.2,16.6,32,26.2,32.1,29.8,48.4,50.3,30.8,30.5,66.1,1.3,1,0
"2727","Bellarmine","ASun",107.5,107.6,0.4978,55.9,55.8,17.5,23.3,26.4,28.6,28.4,28.2,55.9,52.4,37.1,39.5,64.5,-4.8,1,0
"2728","James Madison","CAA",104.4,101.7,0.5761,50.5,49.6,16.7,20.8,27.9,28.2,40.8,33.4,50.9,50.3,33.3,32.6,72,-4.5,1,0
"2729","Wagner","NEC",101.3,105.5,0.385,49.1,50.3,18.1,20.9,34.8,28.1,28,44.3,49.7,49.3,31.8,34.5,65.3,-5,1,0
"2730","Richmond","A10",109.7,97.5,0.796,53,52.4,15,21.3,19.5,27.9,30.8,28.9,53.9,54.8,34.3,32.2,69.3,-1.4,1,0
"2731","Davidson","A10",112.9,100.3,0.7959,55.5,49.3,17.3,16.2,28.3,22.2,27.1,28.9,56.9,48.7,36,33.4,63.3,-2.1,1,0
"2732","Xavier","BE",109.8,96.8,0.8087,52.1,47.6,15.8,16.4,26.8,27.3,25.9,23.5,54.3,45.7,32.5,33.8,68.4,-0.6,1,0
"2733","George Mason","A10",101.4,98,0.5956,48.7,50.3,17.6,19.3,30.3,22.9,29.3,28.6,48.5,48.4,32.7,35.7,68.2,-3.9,1,0
"2734","Loyola Marymount","WCC",107,99.8,0.6909,51.7,50.8,23.4,17.3,32.6,20.7,41.3,34.8,52.2,50.3,33.8,34.5,66.4,-2.5,1,0
"2735","Northern Kentucky","Horz",102.8,108.2,0.3578,50.6,51.7,18.6,18.9,34.9,32.7,27.8,32.5,53.7,50.8,30.7,35.5,65.1,-7.8,1,0
"2736","Saint Peter's","MAAC",90.2,95.2,0.3505,45.6,44.9,21.8,22.5,30.4,27.7,32.7,39.5,44.1,41.6,32.3,33.6,67.2,-8.1,1,0
"2737","Bowling Green","MAC",104.5,103.6,0.5247,48.1,51.5,13.7,19.1,30.3,29.2,28.9,30.1,48.4,51.7,31.8,34.1,70.5,-5.5,1,0
"2738","Wyoming","MWC",108.4,107.6,0.521,53.7,52.9,15.9,18.1,22.9,27.8,35.3,33.9,53.9,54.4,35.7,33,69.4,-5.2,1,0
"2739","South Dakota","Sum",106.7,105.9,0.5209,53.2,49.5,15.4,15.4,21.7,24.4,33.1,35.3,50.5,47.3,39.1,35.4,69.2,-7.3,1,0
"2740","Georgia","SEC",108.2,99.7,0.7198,50.7,52.5,21.5,21.6,32.8,32.3,34.3,31.4,51.8,53.3,32.3,34.2,73.3,-2.2,1,0
"2741","Seton Hall","BE",109.5,94.8,0.8401,50,49.4,18.9,19.2,29.7,29.8,35.7,27.3,51.1,46.6,32.1,36.6,67.1,-1,1,0
"2742","Austin Peay","OVC",104.3,106.9,0.4316,50.4,54.8,21.2,22.3,35.7,29.6,29.4,32.9,50.6,54.5,33.3,36.9,66.9,-10.4,1,0
"2743","Stanford","P12",103.8,93.6,0.7679,51.4,48.3,21,20.3,25.1,28.7,36.5,27,52.8,46.9,32.2,33.6,69.4,-2.4,1,0
"2744","Washington St.","P12",101.1,93.6,0.7087,47.9,46.6,21.6,18.5,30.8,26,34.7,32.7,45.7,46.4,34.1,31.3,68,-4.5,1,0
"2745","Minnesota","B10",107.4,95.7,0.7911,45,49.7,15.5,19,29,31.3,36.7,34.3,46.7,48.3,28.4,35.2,70.5,-1.1,1,0
"2746","Saint Louis","A10",110.1,95,0.8447,51.8,48,17.6,19.6,36.1,22,30.5,36.3,51.4,46.8,35.2,33.3,68,-0.7,1,0
"2747","UMBC","AE",100,100.2,0.4946,50.3,46.5,18.8,17.9,25.8,24.3,36.6,25.6,49.8,44.5,34.1,32.9,68.2,-3.8,1,0
"2748","UC Riverside","BW",102.5,97.5,0.6384,52.5,45.8,17.6,16.4,26.1,23.8,22,28.6,50.3,44.7,36.9,31.9,66.8,-4.7,1,0
"2749","Morgan St.","MEAC",99.9,105.3,0.3543,48.7,48,20.7,22.1,34.5,29.5,37.5,42.9,48.2,50.2,32.9,29.9,71.6,-6.3,1,0
"2750","Dayton","A10",107.5,98.6,0.7304,55.5,48.4,21.4,17.5,23.7,28.4,34.5,26.7,55,48.7,37.4,31.8,65.8,-1.9,1,0
"2751","Saint Mary's","WCC",99.2,89.2,0.7715,47.6,47.6,17.1,18.8,26,22,27.7,27.7,49.8,45.9,29.3,34.8,63.6,-0.7,1,0
"2752","Indiana St.","MVC",101.5,97.9,0.6002,48.9,51.5,18.3,21.7,25.3,27.4,36.3,28.3,47.9,52.6,33.8,33.1,67,-3.9,1,0
"2753","Cal St. Bakersfield","BW",102.3,102.4,0.4963,48.4,50.6,19.6,20.6,38.5,25.7,26.9,42.3,47.6,49.4,33.8,34.9,63.8,-6.2,1,0
"2754","UTSA","CUSA",106.2,104.9,0.5332,49.4,50.9,15.7,18.1,26.5,26.9,23.7,38.3,49.2,49.8,33.1,35.1,71.9,-6.4,1,0
"2755","Lipscomb","ASun",100.2,106.5,0.3311,51.2,51.5,17.4,18.4,23.2,28.4,36.5,22.7,51.2,53.4,34.1,32.8,66.5,-8.9,1,0
"2756","Radford","BSth",97.9,103.9,0.3351,50.5,49.9,23.2,18,33.4,24.5,40.2,25,52.9,46,30.9,37.2,63.9,-8.8,1,0
"2757","Youngstown St.","Horz",101.7,108.2,0.3275,48.7,54.3,16.7,18.7,32.9,29,31.6,26.3,50.1,54.1,30.9,36.4,67.4,-9.3,1,0
"2758","North Dakota St.","Sum",101.9,102,0.4988,50.4,49.9,18.7,13.8,28.7,19.7,33.6,26.3,49.9,49.5,34.1,33.7,64.9,-7.2,1,0
"2759","Montana","BSky",98.4,102.4,0.3874,48.9,49.6,19.4,18.2,22.7,29.1,35.9,40.4,46.5,50.2,36.6,32.4,65.9,-8.6,1,0
"2760","Rice","CUSA",103.3,106,0.4244,52.6,51.8,21.1,17.1,26.7,26.8,26.3,22,51.2,50.7,36.1,35.8,69.7,-7.6,1,0
"2761","Mississippi St.","SEC",105.4,94.1,0.7875,49.6,47,21.9,17.5,36.4,27.6,32.9,24.1,49.4,45.9,33.6,32.3,65.6,-3,1,0
"2762","Navy","Pat",103.6,101.9,0.5481,50.1,52.4,18.2,22.4,32.4,24.9,33,32.5,50.6,53.7,32.7,33.5,66.7,-0.5,1,0
"2763","Bryant","NEC",103.3,102.6,0.5186,53.7,46.5,20.6,17,29.1,29.7,34.6,27,51.5,48.6,37.9,28.9,74,-3.9,1,0
"2764","Marshall","CUSA",108.8,102,0.6772,54.8,49.9,16.3,19.8,23.8,28.2,24.2,27.5,55.5,47.7,36,35.9,73,-2.7,1,0
"2765","Old Dominion","CUSA",100.8,99.4,0.5391,48.6,50,18.5,19.4,27.9,25.7,31.3,29.4,50.6,47.5,29.4,35.6,67.5,-3.1,1,0
"2766","Akron","MAC",106.6,102,0.6237,51.5,48.6,17,16.4,30,28.8,30.7,27.3,52.7,49.3,33.4,31.6,68.4,-3.1,1,0
"2767","Kent St.","MAC",104,100.8,0.5891,50.8,49.6,19.3,17.6,34.2,28.6,28.1,27.9,51.3,47.5,33.5,35.3,69.7,-2.8,1,0
"2768","Wofford","SC",104.8,103.1,0.546,54.9,52,18.9,18.6,25.5,28,24.3,25.4,56.6,52.2,35.6,34.5,65.8,-4.8,1,0
"2769","Nevada","MWC",108,100.1,0.7038,51.3,48.4,18.3,17.8,24.3,24.3,38.9,41.4,50,46.9,35.5,33.6,70.3,-2.8,1,0
"2770","Mississippi","SEC",106.4,91.5,0.8493,48.9,48.6,20.4,22.7,34.8,27.2,34.4,33,50.6,45.8,29.9,35.7,65.1,-1.3,1,0
"2771","St. John's","BE",110.7,98.3,0.7974,50.4,52.6,16.8,21.9,29.2,30.5,28.6,31.8,49.8,53.3,34.4,34.2,73.8,-0.6,1,0
"2772","Stephen F. Austin","Slnd",102.9,102.5,0.5124,55,50.9,23.4,24.5,36.5,27.2,44,42.2,57.1,50.5,32.2,34.5,69.7,-2.7,1,0
"2773","Prairie View A&M","SWAC",94.9,101,0.3277,50.3,47.3,19.4,25.7,30.9,31.4,26.9,46.3,53,47.1,30.4,31.8,68.9,-3.2,1,0
"2774","Georgia St.","SB",105.3,104.2,0.5298,51.3,48.8,16.8,19.7,30.9,32.5,32.6,34.6,51,47.2,34.5,34.1,70.8,-3.3,1,0
"2775","Coastal Carolina","SB",99.1,101.6,0.4284,50,45.9,21.8,18.1,35.5,27.2,32.2,29.8,48.7,45.3,34.6,31,70.7,-5.3,1,0
"2776","South Dakota St.","Sum",108.6,105.6,0.5789,56.5,51.2,17.3,15.3,24,21.1,38,26.3,53.9,49.9,40.9,35.5,71.3,-3.2,1,0
"2777","Memphis","Amer",103.2,86.3,0.8872,50.4,43.9,22.4,22.4,33.7,24.9,34.2,36.1,48.8,45.9,35.4,27.1,72.3,-1,1,0
"2778","Buffalo","MAC",106.7,95.8,0.7765,51.1,46.2,18.4,17.6,37.4,26.8,30.4,29.5,51.1,48,34,28.3,73.5,-3.5,1,0
"2779","Furman","SC",108.1,100.5,0.6987,56.7,51.5,17.8,20.5,26.3,27.4,25.8,28.7,60.8,51.5,34.8,34.3,68.2,-4.7,1,0
"2780","Campbell","BSth",102.8,106.2,0.4054,55.7,52,18.5,21.5,19.6,30.9,33.8,30.5,55.4,55.4,37.4,31,64.2,-6.7,1,0
"2781","South Alabama","SB",101.9,107.1,0.363,50.8,49.7,17.7,19.3,26.4,33,31,24.6,49.4,49.1,35.1,33.5,66.8,-8.2,1,0
"2782","Weber St.","BSky",105.7,104.3,0.5383,56.4,49.9,17.2,18.9,22.4,24.5,36.8,32.2,57.3,48.3,36.6,35.2,71.8,-3.4,1,0
"2783","Missouri St.","MVC",105.3,99,0.6708,54.2,47.5,18.2,14.2,23.8,22.2,30.6,28,55.2,46.4,35,33,69,-2.8,1,0
"2784","Arizona","P12",113.1,96.9,0.8559,50.5,49.2,17.2,18,34.3,24.4,41.8,32.4,48.1,48,37.2,34.1,68.1,-0.6,1,0
"2785","Louisiana Lafayette","SB",101.2,104.9,0.3978,50.3,48.4,20.4,17.2,32.2,27.9,30.1,30.3,48.8,46.7,35.6,34.9,71.1,-5.9,1,0
"2786","Mercer","SC",105.2,102.8,0.5658,54.3,50.2,18,16.8,26.1,26,24.8,27.1,53.9,52.1,36.6,31.4,67.9,-6.3,1,0
"2787","Wright St.","Horz",107,96.8,0.759,54.4,45.1,18,16.6,34.1,24.9,34.5,21.8,53.8,44.8,37,30.6,71.4,-3.6,1,0
"2788","Colorado St.","MWC",106.4,96.5,0.7542,54.9,47.5,20,19.9,24.6,26,33.9,27.8,55.7,49.6,36,29.9,69.3,0.2,1,0
"2789","Texas St.","SB",99.6,99.3,0.5073,51.8,49.7,20.1,22.7,28.6,26.5,27.1,33.3,49.1,47.5,39.4,35.2,62.9,-4.4,1,0
"2790","Nicholls St.","Slnd",98,104.1,0.3331,51,49.2,17.6,20.6,28.6,28,27.8,34.4,53,47.6,31.8,34.8,71.8,-4.1,1,0
"2791","Boise St.","MWC",107.7,96.7,0.7753,52.1,48.7,16.5,20.2,27.3,23.8,34.4,28,52.4,48.5,34.4,32.6,69.3,-0.7,1,0
"2792","Chattanooga","SC",102.9,101.1,0.5488,50.4,51.9,15.9,18.8,22.6,25.1,28.1,23.4,48.6,52.2,35.4,34.3,66.8,-4.3,1,0
"2793","UC Irvine","BW",99,94.3,0.6357,47.3,45.6,18.9,18.2,31.1,24.7,29.1,28.1,46.7,43.2,32.9,32.9,67.8,-3.7,1,0
"2794","Jacksonville St.","OVC",104.5,104.1,0.5115,52.5,48.1,19.9,15.7,32.2,28,31,25.5,52.8,47.5,34.6,32.7,66.1,-5.2,1,0
"2795","Sam Houston St.","Slnd",100.4,102.2,0.4483,50.4,48.5,20.3,22,29.3,32.7,30,39.5,49.1,50.3,34.8,30.3,71,-4.4,1,0
"2796","Southern Utah","BSky",106.6,105.9,0.5196,52.4,51.7,16,17,29.2,23.9,39.4,31.2,54,50.4,33.4,35.8,70.3,-1.7,1,0
"2797","Western Kentucky","CUSA",104.6,96.4,0.7187,51,48.9,21.2,19,32.1,24.4,36.2,22.2,50.6,45.8,34.5,35.8,68.1,-0.4,1,0
"2798","Louisiana Tech","CUSA",102.7,93.4,0.7479,50.5,45.6,18.4,18.8,27.1,23.4,35.3,26.4,49.7,46.4,34.6,29.6,69.6,-1.7,1,0
"2799","Toledo","MAC",113.3,101.8,0.7743,54.3,48.3,15.5,17.4,29.6,30.7,28.5,23.4,52.5,51,37.7,29.5,69.1,-2.1,1,0
"2800","UAB","CUSA",102.5,94.6,0.7153,48.6,47,15.6,23.6,29,25.4,29.9,27.1,49.4,46.1,31.1,32.4,67.5,-2.7,1,0
"2801","Eastern Kentucky","OVC",101.5,102.3,0.4749,51.2,51,16.6,24.3,26.8,30.2,25.6,32.2,49.6,51.8,35.8,33,75.1,-3.8,1,0
"2802","Belmont","OVC",108.5,101.6,0.6786,56.3,49.3,16.6,20.3,26.1,27.2,27.9,24.6,59.4,48.2,34.7,34,71.1,-1.1,1,0
"2803","Gonzaga","WCC",120.3,89.9,0.9662,58.7,43.1,15.7,16.3,29.1,23.4,30.6,22.7,60.4,41.8,37,30.5,72.6,6.7,1,0
"2804","Kansas","B12",119.8,91.3,0.958,53.8,45.8,17.3,18.1,32.9,28.6,32.3,27.7,53.6,46.4,36.1,29.8,69.1,10.4,1,1
"2805","Baylor","B12",117.8,91.3,0.9491,52.8,47.8,17.9,22.9,36.3,28.8,29,27.7,53.6,49.2,34.3,30.2,67.6,8.9,1,0
"2806","Arizona","P12",118,93.7,0.9341,55.6,44.4,18.3,17.4,34.7,28.6,34.9,24,57,41.8,35.3,32.8,72.3,8.8,1,0
"2807","Duke","ACC",122.7,96,0.944,55.6,47.1,15,15.7,31.7,28.9,28.6,19.1,56,46.6,36.6,32,67.4,7.2,1,1
"2808","Villanova","BE",117.2,93,0.9346,51.5,47.3,15.5,18.4,31.2,28.9,29.8,25,49.5,48.1,35.9,30.8,62.2,7.3,1,0
"2809","Kentucky","SEC",119.4,95.4,0.9295,53.1,46.9,16.7,17.5,37.7,24.9,28,25.4,53.5,47.3,34.7,30.8,67.8,6.9,1,1
