"","G","W","ADJOE","ADJDE","BARTHAG","EFG_O","EFG_D","TOR","TORD","ORB","DRB","FTR","FTRD","2P_O","2P_D","3P_O","3P_D","ADJ_T","WAB","POSTSEASON","YEAR"
"1752",30,17,103.2,108.9,0.3487,50.9,52.5,18.6,19.9,28.9,30,41,45.1,46.2,51.5,39.3,36.4,66.2,-8.2,0,2014
"1059",32,17,104,97.4,0.6807,49,50.9,16.7,20.3,28.4,25.9,33.3,35,48.1,51.9,33.6,32.9,68.3,-4.2,0,2019
"3886",40,35,124.7,87.3,0.9836,51.7,44.8,14.2,20.9,36.9,28.6,27.2,34.2,47.8,44.5,39.4,30.2,61.8,11.5,1,2025
"1585",31,15,103.1,106.1,0.4193,49.4,48.9,18.3,19.6,30.4,31.5,37,47.6,47.3,47.6,35.1,34.5,66.6,-10.1,0,2014
"2740",25,14,108.2,99.7,0.7198,50.7,52.5,21.5,21.6,32.8,32.3,34.3,31.4,51.8,53.3,32.3,34.2,73.3,-2.2,1,2021
"3359",28,15,96.6,105.8,0.2597,45.8,49.1,15,16.2,26,27.4,29.6,30.2,42.8,50,33.4,31.5,64,-10.6,1,2023
"3643",32,20,109.1,102.1,0.6819,55,51.1,16.7,16.4,21,27.5,30.3,27,54.5,52.2,37.2,33,71.1,-5.2,1,2024
"113",32,13,108.6,99.2,0.74,50.8,49.4,18.8,18.8,26,30.9,35,40.8,52.1,49,32.4,33.5,63.9,-5.8,0,2015
"3367",31,15,96.3,106.5,0.2393,47,50.5,17.8,18.3,28.7,24.6,29,36.5,45.9,50.3,32.4,33.8,65.4,-12.4,1,2023
"141",31,11,110.4,101.6,0.7242,50.5,51.5,18.8,17.5,30.5,27.7,31.9,39,47.4,48.1,37.4,37.7,70.7,-7.9,0,2018
"3861",30,13,94.3,111.4,0.1281,46,52.4,16.7,18.3,24.3,33.1,30.8,39.2,47.6,52.4,29.4,35,66.1,-13.9,1,2024
"4131",33,15,105.2,111.7,0.334,51,51.8,17.7,17.6,31.4,29.9,26.3,27.6,50.3,50.8,34.5,35.4,70.6,-14.6,1,2025
"3349",30,14,101.4,108.7,0.3093,50.8,52.2,20.8,14.5,32.9,24,27.5,25.8,50,51.6,34.9,35.7,62.2,-11.7,1,2023
"3262",29,9,92.9,111.2,0.1131,48,52.2,19.2,19.7,25.3,32.2,32.4,32.5,47.7,52.4,32.6,34.6,67.9,-18,1,2023
"2556",22,5,94.6,109.4,0.1584,49,53.7,20.8,18.7,24,29.6,29.8,35.2,47.7,54.6,33.9,34.7,68.7,-14.7,1,2021
"2118",34,29,115.2,92.5,0.926,53.6,46.3,17.3,20,32.6,28.7,44.5,38.6,53.8,43,35.6,35.3,67.6,8.3,1,2014
"1158",31,21,107.3,100.3,0.6826,54.3,51.4,18.6,20,27.4,28.7,35,31.3,56.8,51.7,32.4,34,74.8,-4.9,0,2019
"111",33,14,105.3,105.3,0.501,48,51.7,13.5,15.7,22,24.4,31.7,27.1,47.8,49.9,32.2,36,69.8,-10.5,0,2019
"3436",28,18,100.3,109.5,0.2663,50.9,49.9,17.3,18.5,26.9,28.2,35.1,42.4,49.6,49.5,35.1,33.8,70.4,-11.5,1,2023
"818",30,18,98.6,110.9,0.2062,49.5,48.6,20.3,17.6,32.9,30.5,41.2,38.2,51,47.6,31.2,33.6,76.9,-11.4,0,2018
"4036",33,16,105.3,104.7,0.517,49.3,51.2,16.9,17.3,29.1,26.4,41.2,35.5,48.6,52.6,33.6,32.1,64.9,-10.1,1,2025
"416",28,8,93,110.1,0.1254,47.3,52.5,21,19,26,31.4,34.8,38.8,47.7,53.3,30.8,34.2,68.4,-15.8,0,2016
"435",32,21,105.1,106.7,0.4561,54.6,52.5,19.4,18.5,24,26.8,31.3,33.9,52,52.4,39.4,35.1,70.6,-6.2,0,2018
"731",31,17,99.4,97.4,0.5591,46.9,46.2,17.8,21.5,30.2,33.7,41.5,42.5,46.7,44,31.4,33.1,66.3,-6.3,0,2015
"1590",29,8,101.5,111.9,0.2455,49.9,51,20.5,15.1,38,29.9,34.5,38.1,48.4,50,35.7,35,64.6,-16.7,0,2014
"3136",30,9,94.7,111.3,0.1359,47.9,53,20.4,13.8,28.9,23.5,27.7,34.1,45.4,52.2,34.3,36.3,65.3,-18,1,2022
"983",32,19,106.3,106.8,0.4873,53.4,50.8,18.6,15.4,30,25.8,31.4,28.8,50,49.4,39.4,35.4,62.5,-6.8,0,2015
"1587",30,10,108.7,115.2,0.3382,53.7,54.3,18.9,17.7,27.4,33.7,33.3,35.8,50.6,53.4,39.7,37.2,66.3,-13.7,0,2014
"3749",29,16,103,107.4,0.3805,50.9,50.7,16.3,16.7,22.8,31.8,31.6,33.9,50,52.3,35.1,31.9,68,-11,1,2024
"1368",33,18,105,108.7,0.4028,51.8,49.2,19.3,15.8,35.3,28.4,41.5,24.6,52.3,48.7,33.8,33.5,68.4,-7.7,0,2016
"2652",23,10,102.7,101.1,0.5433,51.3,48.9,19.7,17.2,27.8,30.5,28.7,35.7,51.4,50.4,34.2,31,70.8,-7.5,1,2021
"1843",32,18,100.9,104.6,0.3983,50.5,55.7,18.3,23.9,28.6,33.9,31.9,38.2,50.3,54.8,33.8,39.1,67,-7.7,0,2013
"3255",21,9,103.7,106.4,0.4264,50.2,53.7,18.3,19.1,27,26.5,34.7,37,48.8,52.5,35.1,36.8,69,-8.9,1,2023
"2605",23,8,100.3,110.5,0.2465,58.2,52.5,23.7,17,26.2,30.8,30.2,30.4,57,53.9,40,33.6,69.7,-12.7,1,2021
"1987",32,10,97.7,107.5,0.2493,46.9,52.6,20.6,20.4,31,34.4,36.4,34.4,44.7,52.3,33.4,35.4,64.6,-15.7,0,2013
"2410",35,27,121.3,98.4,0.9168,58.7,49.8,19.6,18.9,37.2,29.2,33.9,30.2,56.1,49,41.6,34.3,69.5,3.2,1,2016
"3881",30,4,90.3,114.2,0.0629,46.7,52.7,19.5,16.6,22.5,31,22.6,29.4,47.9,51.7,30.1,35.9,68.1,-22,1,2024
"294",33,22,110.4,96.1,0.8325,49.1,47,16,18.3,30.1,34,37.6,26.5,47.6,46.5,34.6,32.2,68.7,1.9,0,2018
"420",28,12,102.2,116.1,0.1863,48.7,54.3,16.2,16.8,27.4,27.4,35,41.6,48,53.2,33.3,37.3,69.9,-13.8,0,2017
"1615",35,23,114.2,102.9,0.7682,51.2,47.8,19,15.9,34.7,30.7,52.5,37.7,51,46.6,34.4,33.2,66.4,1.3,0,2014
"3460",34,19,114,102.6,0.771,54,50.7,14.7,16.3,25.9,27.7,25.9,25.2,54.3,50.5,35.8,34,66.6,-3.2,1,2023
"2764",22,15,108.8,102,0.6772,54.8,49.9,16.3,19.8,23.8,28.2,24.2,27.5,55.5,47.7,36,35.9,73,-2.7,1,2021
"3629",32,16,107.6,98.5,0.7339,46.6,50.1,16.5,18.1,29.9,28.3,35.8,35.8,45.2,49.7,33.3,33.7,63.1,-5.2,1,2024
"3107",30,10,94.5,106.6,0.2017,48.2,51.6,19.2,16.9,23.3,28.4,29.8,29.3,49.3,50.6,30.7,35.6,69.5,-15.4,1,2022
"2371",36,21,98.5,99.4,0.4736,47.6,48.7,17.2,21.1,29.6,31.1,36.8,39.2,46.2,46.9,33.6,34.7,64.2,-8.9,1,2013
"1354",32,12,90.1,108.7,0.1035,46.3,51.2,23.5,24.9,30.5,39.5,35.6,48.8,44.2,48.8,33.3,36.9,64.1,-15.1,0,2015
"1611",37,24,114.4,98.4,0.8499,51.6,48.7,18.1,18.7,31.4,31.2,39.7,40.2,50.6,47.1,35.5,34.4,65,0.5,0,2014
"2083",33,29,109.2,99.6,0.7428,55.9,48.9,17.2,20.5,25.2,26.4,26.7,32.7,56.4,48.3,36.8,33.3,63.5,-0.6,1,2019
"2647",20,10,99.6,107.2,0.2985,54.6,49.7,21.2,19.7,26.8,33.2,30.2,32.3,55.2,50.2,35.8,32.4,68.9,-7.5,1,2021
"4051",32,19,108,108.5,0.4865,54.7,53.3,13.8,20.1,22,32.8,29.1,30,54,56.2,37.1,32.6,69.9,-8.2,1,2025
"2756",25,15,97.9,103.9,0.3351,50.5,49.9,23.2,18,33.4,24.5,40.2,25,52.9,46,30.9,37.2,63.9,-8.8,1,2021
"3421",31,17,103.2,104,0.479,49.6,50.7,17.1,18,25.9,31,32.3,25.6,48.5,48,34.4,36.2,67.3,-7.8,1,2023
"1458",30,11,106.2,112.6,0.3373,49.3,57.5,19.2,19.8,34.6,31.2,32.5,42.8,48.2,57.7,34.6,38.1,68,-12.3,0,2018
"3496",30,22,100.4,103.3,0.4206,49,49.8,18.3,15.4,26.6,24.7,34.7,27.5,47,50.7,34.8,31.9,63.5,-6.7,1,2023
"1540",32,7,96.3,103.2,0.3118,46,47.1,21.8,16.6,30.5,29.1,34.6,58.6,43.6,45.3,33.3,34.6,66.4,-17.5,0,2014
"4144",31,17,108,116,0.3046,50.8,50.9,16.7,15,32.5,32.2,31.8,25.9,50.5,52.6,34.1,32.4,67.9,-9.9,1,2025
"2980",31,23,101.6,101.1,0.5138,51.8,47.6,17,12.7,24.8,23.1,33.4,25.5,51.1,47,35.3,32.5,66.2,-4.5,1,2022
"144",32,14,99.9,95.7,0.6205,49.2,45.7,21,18.7,25.3,31.6,34.3,34.8,50.7,46.3,30.7,29.7,68.5,-4.8,0,2019
"1483",30,13,100,105.4,0.3522,46,49.9,19,18.3,31.3,30.4,41.5,50.2,45.8,48.3,31.1,34.9,68.4,-9.4,0,2014
"1806",33,15,103.5,96.7,0.6845,51.3,46.7,23.8,19.4,31,32.8,34.5,39.1,48.6,44.6,36.7,34,65.1,-5.6,0,2013
"1737",27,6,100.8,113.9,0.1971,47.9,54.9,23.2,17.1,34.5,33.1,51.5,44,46.6,54.3,33.4,37.3,68.6,-14.9,0,2014
"2639",28,9,97.8,97.1,0.521,47.2,53,22.3,19.7,29.9,27.9,27.9,32.2,48.7,52,30,36.3,65.8,-8.2,1,2021
"3708",32,9,109.4,110.6,0.4663,48.6,55.7,17.9,16.4,33.4,30.7,33.9,33.6,46.3,57.4,34.6,35.3,66.6,-10.4,1,2024
"2394",33,16,107.1,111,0.3986,51.5,53.5,16.7,18.8,27.8,33,36.7,34.5,50.2,54.6,35.5,33.4,69.9,-9.4,1,2014
"3244",32,7,103.5,106,0.4327,47.1,53.6,17.5,15.9,28.9,30,29.1,24.5,47.5,50.5,30.9,38.9,68.7,-12.4,1,2023
"1159",29,10,98.2,104.2,0.336,54.4,52.3,22.6,19.4,24.3,27.2,42.5,40.3,54.9,51.7,35.6,35.3,71.9,-14.9,0,2019
"590",30,21,97.4,97.6,0.4944,49.2,47.4,20.1,19.8,30.7,24.4,27.7,37.7,50.5,46.4,31.7,32.8,66.9,-7.1,0,2019
"1310",31,17,98.9,105.4,0.3256,50.4,50.2,24.1,20.9,32.5,28.2,37.2,39.3,50.4,50.6,33.6,32.9,66.8,-10.8,0,2019
"1823",30,17,103.2,101.1,0.557,52.2,47.4,18.8,21.5,25.9,31.2,26.5,33.2,49.9,47.8,37,31.1,66.2,-6.9,0,2013
"2885",33,16,108.6,96.1,0.8025,46.8,50.6,18.2,22.5,30,33.6,36.1,34.1,45.7,51.7,32.8,32.4,67.9,-1.1,1,2022
"811",32,10,90,109.1,0.0981,43.4,49.7,21.5,18.2,32.3,33.3,43.4,35.8,43.3,47.2,29,36,68.7,-18,0,2017
"3196",33,20,108.9,95.4,0.8216,51.4,46.7,18.4,18.5,31.6,26.7,34.3,30.1,55.1,45.1,30.8,33.4,69.8,0.9,1,2023
"2067",36,27,113.6,90.6,0.9308,49.4,44.6,19.2,17.5,34.9,31.6,42.6,33.8,46.4,43.4,37.9,31.5,67.2,9,1,2015
"3593",33,18,110.4,93.5,0.871,50.7,48.2,14.5,16.1,25.2,24.4,26.5,25.9,50.4,47.6,34,32.7,63.3,-1.1,1,2024
"913",31,23,109.2,96.3,0.8087,53.8,48.8,18.9,16.4,29.3,18.4,31,29.5,52,48.4,37.5,33,70.1,-0.4,0,2018
"3642",33,20,111,103.7,0.6876,52.3,51.1,16.2,19.2,29.7,28.5,32.2,33.9,50.8,51.8,36.5,33.5,65.4,-4.8,1,2024
"165",36,22,107.3,105.8,0.5414,54.1,49.3,19.2,16.7,28.5,28.2,38.2,37.4,52.6,46.3,38.2,37,68.5,-6.6,0,2016
"970",33,18,95.2,104.5,0.2547,48.8,52.2,21,22.2,30.1,27.8,32.2,38.5,47.3,52.2,34.1,34.7,67.6,-11.5,0,2019
"1237",32,8,101.3,100,0.5386,45.2,49.6,16.9,19.2,28.2,30.2,38.7,42.6,45,48.3,30.4,34.4,69.7,-12.5,0,2017
"3022",27,15,102.2,106.3,0.3891,51.1,53.3,17.7,20.6,25.9,31.5,30.6,27.5,50.9,55.7,34.2,33.7,69,-8.3,1,2022
"3080",30,15,96.8,105.9,0.2611,49.9,50.2,20.1,18.5,27,29.8,24.6,31.4,49,50.2,34,33.4,66.7,-12,1,2022
"3727",27,11,108.4,111.5,0.4201,51.9,54,16.7,14,29.1,26.6,27,26.7,51.2,53.9,35.3,36.1,65.5,-11.2,1,2024
"2530",24,2,100.4,100.8,0.4892,48,51.9,21.1,18.5,24.3,33.1,19.6,36.2,48,53.1,32.1,33,69.8,-10.4,1,2021
"2687",20,12,98.6,104.2,0.3456,48.5,48.6,17.7,20.9,25.7,28.5,38.2,38.4,45.4,48.2,36.3,32.9,74.3,-6.1,1,2021
"755",30,11,94.3,105.2,0.2203,48.6,51.4,20.1,20.7,24.9,31.8,37,40,49.8,50.8,30.9,34.8,70,-15.6,0,2017
"2397",30,19,112,97.4,0.8332,51.8,51.4,18.4,20,30.3,24.4,33.7,42.2,48.4,51,38.7,34.8,66.2,-0.2,1,2013
"183",31,10,95.9,112.3,0.1407,49.5,52.3,18.5,16.7,20.9,31.7,24.3,25.2,48.4,49,33.9,38.4,67.2,-17.4,0,2019
"521",30,11,104.3,110.6,0.3369,48.9,56.6,17.3,15.6,33.8,25.5,31.1,36.9,47.4,54.8,34.5,39.6,73.3,-14.9,0,2018
"460",36,26,105.5,96.7,0.7317,51.1,44.6,18.2,17.4,29.1,28.2,35.1,34.7,49.3,41.6,36.7,33.2,68.1,-0.8,0,2016
"3155",26,6,92.3,114.2,0.0792,46.9,54.9,19.3,18.3,24,30.4,20.4,32.8,47,53.3,31,38.6,66.1,-18.3,1,2022
"966",30,10,98.5,114.5,0.15,49,54.9,18.4,18.6,26.6,30.2,36.8,35.4,49.2,52.8,32.5,38.8,69.3,-16.3,0,2019
"3466",30,20,103,97.5,0.6547,50.6,47.8,17.8,19.3,29.2,26.5,32.4,31.4,49.3,46.8,35.1,32.8,65.8,-6.2,1,2023
"337",32,16,106,95.1,0.7764,49.2,50.3,16.4,22.2,23.6,32,30.4,34.4,48.8,46,33.3,37.4,70.5,-3,0,2018
"3122",32,9,89.8,103.2,0.1681,46,49.3,19.4,21.2,20.1,32,34.6,28.1,47.6,46.7,29.7,35.2,72.9,-16.7,1,2022
"709",31,14,98.5,104,0.3501,51.6,50.1,22.7,21.5,31,32.1,37.6,41,46.8,49.1,40,34.5,67.1,-12.3,0,2018
"2777",24,16,103.2,86.3,0.8872,50.4,43.9,22.4,22.4,33.7,24.9,34.2,36.1,48.8,45.9,35.4,27.1,72.3,-1,1,2021
"2521",21,16,99.4,104.1,0.3698,49.7,47.4,17.8,20.7,28.8,28.7,38.6,42,46.1,47.2,37.4,31.7,67.9,-5,1,2021
"405",28,6,94.8,111.4,0.1351,48.4,54,20.9,15.9,27.3,33.6,33.3,28.7,48.8,50.6,31.7,38.9,62.4,-17.1,0,2015
"3668",33,15,104.7,101.5,0.5887,49.8,48.5,17.8,14.8,31.8,28.7,26.4,28.3,49.9,48.1,33,32.7,68.1,-11.1,1,2024
"3370",31,15,104.7,102.2,0.5687,48.5,50.1,15.6,15.9,27.5,29.9,23.5,30.8,47.4,52,33.4,31,66.5,-8.1,1,2023
"1165",32,17,100.5,98.9,0.5469,47,48,20.3,18.1,31,28,34.5,38,47.9,50,30.5,29.9,67.9,-7.5,0,2019
"2836",34,21,108.6,92.1,0.8698,48.7,47.4,21.4,18.6,37.7,26.1,31.4,26.9,50.3,48,30.2,30.9,65.9,2.9,1,2022
"2364",33,25,107.8,97.9,0.7514,55.7,46.2,21.8,19.5,31.2,28.2,41.7,36.8,55.7,44.5,37.1,33.8,65.6,-0.8,1,2013
"8",39,35,125.2,90.6,0.9764,56.6,46.5,16.3,18.6,35.8,30.2,39.8,23.9,55.9,46.3,38.7,31.4,66.4,10.7,1,2015
"341",33,19,107.7,101.3,0.6675,51,50.2,17.9,16.3,29.1,26.2,38.2,30.3,49.6,49.6,35.6,34,73.6,-2.5,0,2019
"756",29,15,98.8,101.8,0.4121,46.4,50.8,19.5,20.5,33.5,28.1,40.3,39.8,46.6,49.8,30.6,34.9,68.2,-12.1,0,2017
"2658",27,10,102,99,0.5851,47.4,52.6,18.5,18,27.1,26.2,32.8,19.8,49,49.6,29.5,37.9,67.9,-6.5,1,2021
"2749",19,14,99.9,105.3,0.3543,48.7,48,20.7,22.1,34.5,29.5,37.5,42.9,48.2,50.2,32.9,29.9,71.6,-6.3,1,2021
"382",30,5,92.2,108.9,0.1295,44.9,55.3,22,19,27,29.5,42.6,37,44.5,52.6,30.5,39.4,70.2,-19.2,0,2018
"2946",30,14,104.7,100.2,0.6244,53,49.6,18,17.2,24.9,23.8,29,29.6,52.4,48.1,35.7,34.4,65,-8.1,1,2022
"4109",34,22,101,105.9,0.3679,48.5,47.6,17.2,17.1,31.3,29.7,33.1,33.1,47.9,46.3,33.1,33.1,66.2,-7.7,1,2025
"443",30,22,107.3,104.4,0.5773,52.8,51.9,16.4,18.1,29.7,24.9,27,30.7,50.1,51.7,38,34.7,65.8,-4.4,0,2019
"2821",33,26,109.8,90.5,0.9024,52.7,48.3,17,19.2,27.4,21.7,23.3,25.1,52.5,47,35.5,34.3,63.7,3.9,1,2022
"3118",28,15,92.3,105.7,0.1742,43.3,49.9,20.2,20.6,34.3,29,31.9,37.4,42.1,47.7,30.6,35.7,70.4,-12.5,1,2022
"1460",31,6,105.1,112,0.3236,49.5,57,17.2,15.5,28.5,26.4,35.2,33.5,48.8,54.7,34.2,40.1,68.6,-17.9,0,2018
"2188",34,25,116.9,95.6,0.9103,54.3,47.6,15.8,18.5,28.3,29.6,36.5,24,54.3,45.2,36.2,34.7,69.8,7,1,2015
"3440",30,18,105.7,108.3,0.4299,51.2,53,17.6,15.7,29.7,26.1,35.9,25.4,50.5,53,34.8,35.3,69.8,-9.4,1,2023
"855",31,12,100.1,104.8,0.3708,46.1,51.5,18.6,17.6,28,28.1,39.3,34.1,45.3,49.1,32,37.2,69.8,-10.6,0,2016
"1069",29,14,97.4,106.1,0.2739,50,51,19.1,18.9,29.7,31.5,32,40.7,51.1,49.9,32.2,35.8,69.9,-10.9,0,2015
"3926",32,17,117.5,99.7,0.8691,53.5,48.6,15.6,16.8,28.9,30.5,35.8,39.9,52.6,50.3,36.8,30.5,67.3,-0.38,1,2025
"6",40,29,117.2,96.2,0.9062,49.9,46,18.1,16.1,42,29.7,51.8,36.8,50,44.9,33.2,32.2,65.9,3.9,1,2014
"2604",21,8,100.5,113.2,0.2041,52.7,50.3,21.5,16.2,25.8,35.9,25.4,31.8,51.2,50.1,36.2,33.9,67.2,-11.3,1,2021
"2834",31,21,105.4,93.4,0.8,47.2,45.6,17.7,18.5,32.3,29.1,30.5,27.8,45.8,45.1,33.2,31.1,67.6,1.9,1,2022
"2385",32,20,115.7,102.1,0.8089,53.8,50.6,14.7,20.4,28,30.6,41.3,32.7,53.2,50.2,36.4,34.2,72.7,-1.2,1,2018
"2934",28,23,111.5,105.9,0.6452,56.7,51.3,14.5,15.5,24.8,23.5,21.3,21.7,55.9,51.6,38.4,33.6,66.9,-2.1,1,2022
"4078",32,17,104.1,106.8,0.4265,51.1,50.3,18.6,18.2,31.4,31.4,28,30.3,51.3,49.2,33.7,34.9,67.7,-11,1,2025
"4053",33,20,106,106.7,0.4827,49.9,49.3,16.5,16.8,33,29.6,34.8,40.9,51,49.7,32.3,32.2,68.9,-8.6,1,2025
"928",31,17,104.5,105.3,0.4773,49.5,51,18.6,17.6,35.5,27.7,34.9,31.6,48.8,49.7,33.7,35.7,69.1,-7.5,0,2019
"2768",22,15,104.8,103.1,0.546,54.9,52,18.9,18.6,25.5,28,24.3,25.4,56.6,52.2,35.6,34.5,65.8,-4.8,1,2021
"3034",30,14,104,109.2,0.364,51.6,52.4,17.8,18.1,25.8,28.9,36.7,39.6,50.6,52.8,35.4,34.6,71.6,-12.4,1,2022
"641",29,17,103.3,104.5,0.4644,52.3,46.4,20.5,19,28.8,33.8,39,44.1,49.8,44.6,37.1,33.1,67.1,-6.2,0,2015
"946",29,12,99.6,113.2,0.1867,48.3,50.8,18.5,16.4,31.5,30.8,38.5,29.9,45.3,52.3,35.8,32.1,67,-13.5,0,2016
"993",27,3,91,108.9,0.1126,44.1,54,19.8,18.5,28.5,29.6,35.7,31.9,44.6,55.3,28.8,34.7,71.9,-19.2,0,2016
"2972",32,20,100.8,99.8,0.5287,49.2,49.9,16.7,20.5,22.6,29.5,27.8,37.2,47.4,50,34.7,33.2,66.5,-5.9,1,2022
"3575",32,29,111.7,102.4,0.7315,56.9,50,18.1,21.7,30.2,32,36.4,37,55.5,49.5,39.3,33.9,72.6,0.07,1,2024
"1773",32,13,103.4,98.3,0.6392,47.5,48.2,17.3,19,25.9,36,33.9,37.8,44.7,46.5,34.1,34.6,61.5,-5.5,0,2013
"527",34,27,114.7,108.6,0.6533,55.9,52.1,13.8,18.3,26.8,29.9,37.7,25,54.5,51.5,38.7,35.3,69,-1.9,0,2019
"126",31,23,111.5,89.6,0.925,51.9,44.7,17.1,21.6,38.5,29.2,31.8,40.5,51.9,42.8,34.7,32.1,67.2,4.3,0,2016
"452",30,23,109.9,104.9,0.6306,57.3,48.4,20.9,17.9,28.6,33.7,39.3,33.3,51.7,46.5,44.1,34.6,63.1,-1,0,2015
"1011",29,11,101.1,112.2,0.2315,49.8,55.3,19.1,19.1,27.1,31.9,33.4,35,48.2,52.9,35.1,39.8,69.4,-14.3,0,2018
"4193",32,10,109.6,123.3,0.2044,50.4,57,15.7,16,30.6,33.6,34.1,35.1,46.2,57.8,36.8,37.3,65.1,-17.5,1,2025
"1521",33,20,106.9,103.3,0.5989,52.5,47.5,19.2,16.8,26.5,25.3,44,41.2,48.5,45.7,38.6,35,61.7,-5.5,0,2014
"1272",31,8,91.2,107.2,0.1355,47.1,50.8,22,18.2,25,34.5,40.4,39.7,47.7,49.3,30.9,35.9,69.8,-16.7,0,2016
"2620",21,9,100.4,101.6,0.466,45.1,51.7,20.8,17.8,33.8,26.5,34.5,33.5,43.3,51.5,32.4,34.6,67.2,-6,1,2021
"3090",29,18,95.9,105.8,0.2445,49.4,50.1,19.3,19.7,26,30.8,42,32.8,50.4,51.1,30.8,32.3,71.9,-9.1,1,2022
"3505",35,23,111.9,97.5,0.8295,51.3,47.7,15.2,16.9,30.8,27.4,25.7,29.1,50.6,48.1,34.9,31.2,68.5,-1.7,1,2023
"890",32,17,106.5,99.4,0.6903,50.2,45.3,17.3,16.2,26.7,32.4,32.7,29.9,48,42,36.1,35.1,65.7,-5.5,0,2015
"3231",32,3,90.8,114.2,0.0669,46,54.8,21.1,16.1,21.7,32.4,31.5,31.6,46.6,56.1,30.1,35,65.1,-23.1,1,2023
"3566",34,26,114.8,95.5,0.8927,51,48,13.9,19.5,33.4,27,33.1,33.5,51.4,49.2,33.4,30.6,72.8,1.7,1,2024
"728",29,6,98.9,106.7,0.2942,48.9,52.4,21.6,18.2,29.9,28.6,35.4,42.1,47.7,51.8,33.6,35.7,64,-15.8,0,2015
"3418",32,17,106.2,93.7,0.8082,49,47.6,20.1,21.1,30.5,30,40.1,30.9,49,47.7,32.8,31.6,66.4,-2,1,2023
"1397",29,5,87.8,106,0.1028,42.3,52.8,23.5,22.3,33.6,33.3,27.1,53.9,40.6,50,30.2,38.1,63.5,-17.7,0,2015
"2705",27,12,97.9,104,0.3329,49.8,51.7,19.8,20.6,28.1,26.9,31.5,33.8,48.6,56.1,34.6,31,65.2,-12.5,1,2021
"1112",31,12,97.1,105.5,0.2767,46.8,52.1,20.7,16.6,31.8,25.5,30.5,29.7,46.4,53.2,31.7,33.8,68.2,-13.5,0,2019
"2636",25,9,93,107.5,0.1602,49.2,52.6,22.8,19.6,26.7,31.8,33.2,33.7,50.5,53.4,31.2,34.2,68.4,-13,1,2021
"385",30,7,98.6,110.5,0.2122,49,52.7,17.9,17.5,24.1,29.5,27.8,33.4,47.7,50.9,34.6,37.2,66.9,-18.6,0,2018
"2281",33,27,107.3,97.1,0.7595,55.8,48.7,20.8,22,30.1,27.4,42.8,38.2,55,45.7,38.2,35.4,71.5,-0.7,1,2017
"3070",27,13,101.1,109.6,0.2843,52,52.7,18.9,17.2,18.6,27.6,32.7,22,50.3,54.3,36,32.9,67.9,-11.6,1,2022
"729",32,21,104.2,100.1,0.614,49.3,47.2,18.4,19.5,31.6,29.5,32.4,32.2,48.6,46.1,33.8,32.6,63.8,-4.2,0,2015
"2078",36,32,122.2,92.5,0.9611,57.5,48.1,17.1,20.1,30.2,27.8,35,22.1,59.2,49.1,36.9,31.1,65.6,11.1,1,2017
"422",28,15,98.2,107.9,0.2528,48.3,52.6,19.2,19.6,28.1,28,36.4,33.5,44.8,51,37.5,36.7,67.2,-11.4,0,2017
"599",31,22,102.6,93.3,0.7475,49.3,46,18.5,20.8,33.3,29.4,39.3,39.8,51.8,44,28.3,33.7,65.4,-1.1,0,2015
"2913",32,15,108.7,99.4,0.7378,49.4,50.2,16.8,16.1,27.2,27.6,33.9,24.6,49.7,48.2,32.6,35.5,66.7,-3.8,1,2022
"1498",28,14,100.1,100.2,0.4944,48.2,44.6,18.7,16.7,30.5,27.8,35.6,37.3,44.7,44.1,37.7,30.6,70.3,-7.6,0,2014
"2295",32,24,110.5,101.1,0.737,51.3,48,17.1,17.2,32.4,25.5,40.2,40.2,49.7,47.1,36.1,33.3,69.2,-1.2,1,2016
"2595",15,8,105.4,97.8,0.7037,50,50.9,16.3,19.9,24.3,25.6,34.2,33.4,50.9,51,32.6,33.8,71.7,-3.5,1,2021
"1582",29,8,96.9,111.5,0.1675,46.4,53.7,17.5,19.3,31.1,34.7,41.4,47.6,45.9,52,31.6,38.7,62.8,-15.8,0,2014
"2594",26,7,101.5,93.3,0.7241,48.2,49.8,19.7,18.1,23.1,28.9,31,28.4,47.1,52.1,33.2,31.3,72.1,-6.9,1,2021
"4079",35,24,106.8,109.7,0.4239,52.2,50,18.3,18.6,33.1,34.6,38.4,35.5,54.5,49.4,30.8,33.8,66.5,-5.3,1,2025
"3918",37,23,119.3,99.8,0.886,54.1,49.5,15.1,15.3,29.1,26.9,34.8,30.5,54.5,49.1,35.6,33.5,70.8,1.4,1,2025
"3899",36,26,126.8,100.2,0.9373,57,51.4,17.4,16.9,33.7,26.4,30.4,29.4,58.6,49.6,36.8,35.7,67.6,4.8,1,2025
"955",33,17,101.5,109.1,0.3027,52.8,50.4,20.7,18.7,29.7,32.4,29.6,23.9,50.4,47.3,38.1,36.9,71.4,-11.9,0,2017
"4093",35,20,106.7,110.6,0.3974,52.8,52.1,18.2,15.9,31.2,29.3,34.2,30.4,52.9,52,35.1,34.9,68.7,-8.7,1,2025
"3850",30,13,95.7,111.2,0.1507,44,50.3,15.6,20.5,31.8,30.8,34.8,35.7,43.8,50.9,29.6,32.9,65.4,-15.3,1,2024
"3374",30,15,101.8,109,0.3125,51.7,54.7,18.2,17.7,20.6,28.1,25.4,31.8,53.9,55,32.6,36.3,61.9,-10.2,1,2023
